Run,age_description,Age,Assay Type,AvgSpotLen,Biomaterial_provider,BioProject,Biorep,BioSample,cell_description,cell_organism,cell,cell_sex,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,datatype_description,datatype,Experiment,GEO_Accession,Instrument,lab_description,lab,labexpid,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,readtype_description,readtype,ReleaseDate,sample_acc,Sample Name,source_name,spikeinpool,SRA Study,strain_description,strain,replicate
SRR567485,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,202,LICR lab,PRJNA66167,"10AWC\,10BWC",SAMN01164134,Placenta,mouse,Placenta,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186044,GSM1000565,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46983\,LID46984",GSM1000565: CSHL_RnaSeq_Placenta_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,48060,31526,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362209,GSM1000565,Placenta,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567487,"Embryonic day 18,Embryonic day 18","E18,E18",RNA-Seq,202,1)Stam lab; 2)CSHL lab,PRJNA66167,"27AWC\,27BWC",SAMN01164135,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186045,GSM1000566,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47148\,LID47149",GSM1000566: CSHL_RnaSeq_Liver_E18,PAIRED,cDNA,TRANSCRIPTOMIC,37121,24800,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362210,GSM1000566,Liver,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567488,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,202,1)LICR lab; 2)CSHL lab,PRJNA66167,"20AWC\,20BWC",SAMN01164136,Cerebellum,mouse,Cerebellum,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186046,GSM1000567,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47036\,LID47037",GSM1000567: CSHL_RnaSeq_Cerebellum_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,30496,20703,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362211,GSM1000567,Cerebellum,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567493,"Embryonic day 14,Embryonic day 14","E14,E14",RNA-Seq,202,CSHL lab,PRJNA66167,"23AWC\,23BWC",SAMN01164138,Central Nervous System,mouse,CNS,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186048,GSM1000569,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46948\,LID46949",GSM1000569: CSHL_RnaSeq_CNS_E14,PAIRED,cDNA,TRANSCRIPTOMIC,44759,27947,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362213,GSM1000569,CNS,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567494,"Embryonic day 18,Embryonic day 18","E18,E18",RNA-Seq,202,CSHL lab,PRJNA66167,"24AWC\,24BWC",SAMN01164139,Central Nervous System,mouse,CNS,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186049,GSM1000570,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46950\,LID46951",GSM1000570: CSHL_RnaSeq_CNS_E18,PAIRED,cDNA,TRANSCRIPTOMIC,30386,17796,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362214,GSM1000570,CNS,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567496,"Embryonic day 14.5,Embryonic day 14.5","E14.5,E14.5",RNA-Seq,202,1)Stam lab; 2)CSHL lab,PRJNA66167,"28AWC\,28BWC",SAMN01164140,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186050,GSM1000571,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47146\,LID47147",GSM1000571: CSHL_RnaSeq_Liver_E14.5,PAIRED,cDNA,TRANSCRIPTOMIC,31589,20752,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362215,GSM1000571,Liver,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567498,"Embryonic day 14.5,Embryonic day 14.5","E14.5,E14.5",RNA-Seq,202,1)Stam lab; 2)CSHL lab,PRJNA66167,"25AWC\,25BWC",SAMN01164141,Whole Brain,mouse,WholeBrain,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186051,GSM1000572,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46987\,LID46988",GSM1000572: CSHL_RnaSeq_WholeBrain_E14.5,PAIRED,cDNA,TRANSCRIPTOMIC,34480,21209,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362216,GSM1000572,WholeBrain,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567500,"Embryonic day 11.5,Embryonic day 11.5","E11.5,E11.5",RNA-Seq,202,CSHL lab,PRJNA66167,"21AWC\,21BWC",SAMN01164142,Central Nervous System,mouse,CNS,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186052,GSM1000573,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46946\,LID46947",GSM1000573: CSHL_RnaSeq_CNS_E11.5,PAIRED,cDNA,TRANSCRIPTOMIC,41237,25357,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362217,GSM1000573,CNS,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567501,"Embryonic day 11.5,Embryonic day 11.5","E11.5,E11.5",RNA-Seq,202,CSHL lab,PRJNA66167,"21AWC\,21BWC",SAMN01164142,Central Nervous System,mouse,CNS,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186052,GSM1000573,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46946\,LID46947",GSM1000573: CSHL_RnaSeq_CNS_E11.5,PAIRED,cDNA,TRANSCRIPTOMIC,35223,20995,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362217,GSM1000573,CNS,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567502,"Embryonic day 14,Embryonic day 14","E14,E14",RNA-Seq,202,1)Stam lab; 2)CSHL lab,PRJNA66167,"26AWC\,26BWC",SAMN01164143,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186053,GSM1000574,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47144\,LID47145",GSM1000574: CSHL_RnaSeq_Liver_E14,PAIRED,cDNA,TRANSCRIPTOMIC,27487,18020,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362218,GSM1000574,Liver,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567478,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,202,CSHL lab,PRJNA66167,"7AWC\,7BWC",SAMN01164131,Frontal Lobe,mouse,FrontalLobe,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186041,GSM1000562,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47081\,LID47082",GSM1000562: CSHL_RnaSeq_FrontalLobe_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,37520,25611,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362206,GSM1000562,FrontalLobe,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567480,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,202,1)LICR lab; 2)CSHL lab,PRJNA66167,"6AWC\,6BWC",SAMN01164132,Cortex,mouse,Cortex,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186042,GSM1000563,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47032\,LID47033",GSM1000563: CSHL_RnaSeq_Cortex_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,31447,21720,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362207,GSM1000563,Cortex,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567481,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,202,1)LICR lab; 2)CSHL lab,PRJNA66167,"6AWC\,6BWC",SAMN01164132,Cortex,mouse,Cortex,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186042,GSM1000563,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47032\,LID47033",GSM1000563: CSHL_RnaSeq_Cortex_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,33569,23305,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362207,GSM1000563,Cortex,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567483,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,202,CSHL lab,PRJNA66167,"30AWC\,30BWC",SAMN01164133,Urinary Bladder,mouse,Bladder,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186043,GSM1000564,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47030\,LID47031",GSM1000564: CSHL_RnaSeq_Bladder_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,32618,22541,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362208,GSM1000564,Bladder,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567486,"Embryonic day 18,Embryonic day 18","E18,E18",RNA-Seq,202,1)Stam lab; 2)CSHL lab,PRJNA66167,"27AWC\,27BWC",SAMN01164135,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186045,GSM1000566,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47148\,LID47149",GSM1000566: CSHL_RnaSeq_Liver_E18,PAIRED,cDNA,TRANSCRIPTOMIC,43663,30155,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362210,GSM1000566,Liver,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567489,"Adult 8 weeks,Adult 8 weeks","adult-8wks,adult-8wks",RNA-Seq,202,1)LICR lab; 2)CSHL lab,PRJNA66167,"20AWC\,20BWC",SAMN01164136,Cerebellum,mouse,Cerebellum,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186046,GSM1000567,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47036\,LID47037",GSM1000567: CSHL_RnaSeq_Cerebellum_adult-8wks,PAIRED,cDNA,TRANSCRIPTOMIC,29230,19999,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362211,GSM1000567,Cerebellum,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567490,"Embryonic day 14.5,Embryonic day 14.5","E14.5,E14.5",RNA-Seq,202,1)LICR lab; 2)CSHL lab,PRJNA66167,"29AWC\,29BWC",SAMN01164137,Limb,mouse,Limb,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186047,GSM1000568,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46985\,LID46986",GSM1000568: CSHL_RnaSeq_Limb_E14.5,PAIRED,cDNA,TRANSCRIPTOMIC,34522,21303,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362212,GSM1000568,Limb,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567491,"Embryonic day 14.5,Embryonic day 14.5","E14.5,E14.5",RNA-Seq,202,1)LICR lab; 2)CSHL lab,PRJNA66167,"29AWC\,29BWC",SAMN01164137,Limb,mouse,Limb,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186047,GSM1000568,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46985\,LID46986",GSM1000568: CSHL_RnaSeq_Limb_E14.5,PAIRED,cDNA,TRANSCRIPTOMIC,34317,21225,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362212,GSM1000568,Limb,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567492,"Embryonic day 14,Embryonic day 14","E14,E14",RNA-Seq,202,CSHL lab,PRJNA66167,"23AWC\,23BWC",SAMN01164138,Central Nervous System,mouse,CNS,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186048,GSM1000569,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46948\,LID46949",GSM1000569: CSHL_RnaSeq_CNS_E14,PAIRED,cDNA,TRANSCRIPTOMIC,32081,19136,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362213,GSM1000569,CNS,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567495,"Embryonic day 18,Embryonic day 18","E18,E18",RNA-Seq,202,CSHL lab,PRJNA66167,"24AWC\,24BWC",SAMN01164139,Central Nervous System,mouse,CNS,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186049,GSM1000570,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46950\,LID46951",GSM1000570: CSHL_RnaSeq_CNS_E18,PAIRED,cDNA,TRANSCRIPTOMIC,43769,30020,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362214,GSM1000570,CNS,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567497,"Embryonic day 14.5,Embryonic day 14.5","E14.5,E14.5",RNA-Seq,202,1)Stam lab; 2)CSHL lab,PRJNA66167,"28AWC\,28BWC",SAMN01164140,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186050,GSM1000571,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47146\,LID47147",GSM1000571: CSHL_RnaSeq_Liver_E14.5,PAIRED,cDNA,TRANSCRIPTOMIC,19056,12553,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362215,GSM1000571,Liver,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567499,"Embryonic day 14.5,Embryonic day 14.5","E14.5,E14.5",RNA-Seq,202,1)Stam lab; 2)CSHL lab,PRJNA66167,"25AWC\,25BWC",SAMN01164141,Whole Brain,mouse,WholeBrain,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186051,GSM1000572,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID46987\,LID46988",GSM1000572: CSHL_RnaSeq_WholeBrain_E14.5,PAIRED,cDNA,TRANSCRIPTOMIC,34978,21761,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362216,GSM1000572,WholeBrain,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
SRR567503,"Embryonic day 14,Embryonic day 14","E14,E14",RNA-Seq,202,1)Stam lab; 2)CSHL lab,PRJNA66167,"26AWC\,26BWC",SAMN01164143,Liver,mouse,Liver,U,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Sequencing analysis of RNA expression,RnaSeq,SRX186053,GSM1000574,Illumina HiSeq 2000,Gingeras - Cold Spring Harbor Laboratory,CSHL-m,"LID47144\,LID47145",GSM1000574: CSHL_RnaSeq_Liver_E14,PAIRED,cDNA,TRANSCRIPTOMIC,43155,29369,Mus musculus,ILLUMINA,Paired 101 nt directed reads,2x101D,2012-09-29T00:00:00Z,SRS362218,GSM1000574,Liver,Nist14,SRP012040,A substrain of C57BL/6,C57BL/6J,
